Species,URL
Anoxybacillus flavithermus WK1(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=491915
Bacillus amyloliquefaciens(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1390
Bacillus amyloliquefaciens FZB42(14),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=326423
Bacillus anthracis(11),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1392
Bacillus anthracis Tsiankovskii-I(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=405536
Bacillus anthracis str. 'Ames Ancestor'(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=261594
Bacillus anthracis str. A0174(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486622
Bacillus anthracis str. A0193(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486619
Bacillus anthracis str. A0248(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=592021
Bacillus anthracis str. A0389(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486623
Bacillus anthracis str. A0442(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486621
Bacillus anthracis str. A0465(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486620
Bacillus anthracis str. A0488(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486624
Bacillus anthracis str. A2012(5),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=191218
Bacillus anthracis str. Ames(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=198094
Bacillus anthracis str. CDC 684(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=568206
Bacillus anthracis str. Sterne(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=260799
Bacillus cereus(24),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1396
Bacillus cereus 03BB102(14),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=572264
Bacillus cereus 03BB108(14),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=451709
Bacillus cereus 172560W(16),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526967
Bacillus cereus 95/8201(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526979
Bacillus cereus AH1134(14),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=405533
Bacillus cereus AH1271(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526992
Bacillus cereus AH1272(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526993
Bacillus cereus AH1273(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526994
Bacillus cereus AH187(9),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=405534
Bacillus cereus AH603(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526990
Bacillus cereus AH621(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526972
Bacillus cereus AH676(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526991
Bacillus cereus AH820(13),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=405535
Bacillus cereus ATCC 10876(16),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526980
Bacillus cereus ATCC 10987(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=222523
Bacillus cereus ATCC 14579(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=226900
Bacillus cereus ATCC 4342(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526977
Bacillus cereus B4264(11),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=405532
Bacillus cereus BDRD-Cer4(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526978
Bacillus cereus BDRD-ST196(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526976
Bacillus cereus BDRD-ST24(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526974
Bacillus cereus BDRD-ST26(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526975
Bacillus cereus BGSC 6E1(18),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526970
Bacillus cereus E33L(13),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=288681
Bacillus cereus F65185(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526989
Bacillus cereus G9241(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=269801
Bacillus cereus G9842(11),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=405531
Bacillus cereus H3081.97(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=451708
Bacillus cereus MM3(14),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526971
Bacillus cereus NVH0597-99(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=451707
Bacillus cereus Q1(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=361100
Bacillus cereus R309803(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526968
Bacillus cereus Rock1-15(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526982
Bacillus cereus Rock1-3(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526981
Bacillus cereus Rock3-28(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526983
Bacillus cereus Rock3-29(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526984
Bacillus cereus Rock3-42(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526985
Bacillus cereus Rock3-44(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526986
Bacillus cereus Rock4-18(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526988
Bacillus cereus Rock4-2(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526987
Bacillus cereus W(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=405917
Bacillus cereus m1293(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526973
Bacillus cereus m1550(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526969
Bacillus cereus subsp. cytotoxis NVH 391-98(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=315749
Bacillus circulans(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1397
Bacillus clausii(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=79880
Bacillus clausii KSM-K16(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=66692
Bacillus coagulans 36D1(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=345219
Bacillus coahuilensis m4-4(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=441769
Bacillus halodurans(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=86665
Bacillus halodurans C-125(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=272558
Bacillus licheniformis(11),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1402
Bacillus licheniformis ATCC 14580(5),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=279010
Bacillus mycoides(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1405
Bacillus mycoides DSM 2048(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526997
Bacillus mycoides Rock1-4(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526998
Bacillus mycoides Rock3-17(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=526999
Bacillus pseudomycoides DSM 12442(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527000
Bacillus pumilus(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1408
Bacillus pumilus SAFR-032(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=315750
Bacillus sp.(5),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1409
Bacillus sp. 04Ya209(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=397866
Bacillus sp. 04Ya252(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=397867
Bacillus sp. 04Ya253(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=397868
Bacillus sp. 170(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=74566
Bacillus sp. APFTCR12(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=488144
Bacillus sp. APFTCR19(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=488145
Bacillus sp. APFTCR26(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=488148
Bacillus sp. B14905(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=388400
Bacillus sp. BT-B158(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=506609
Bacillus sp. BT-B191(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=506610
Bacillus sp. BT-B192(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=506611
Bacillus sp. LT-P1-35(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=403769
Bacillus sp. NRRL B-14911(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=313627
Bacillus sp. PMM-P1-7(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=411591
Bacillus sp. R89(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=190487
Bacillus sp. S1B209(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486229
Bacillus sp. S1B222(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486230
Bacillus sp. S1B225(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486231
Bacillus sp. S1S101(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486227
Bacillus sp. S1S112(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486228
Bacillus sp. S3S128(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486261
Bacillus sp. S3S144(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486262
Bacillus sp. S4B262(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486237
Bacillus sp. S4B263(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486238
Bacillus sp. S4B264(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486239
Bacillus sp. S4S231(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486232
Bacillus sp. S4S234(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486233
Bacillus sp. S4S235(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486234
Bacillus sp. S4S236(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486235
Bacillus sp. S4S242(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486236
Bacillus sp. T1B031(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486242
Bacillus sp. T1B041(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486243
Bacillus sp. T1B042(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486244
Bacillus sp. T1B045(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486245
Bacillus sp. T1B046(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486246
Bacillus sp. T1B050(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486247
Bacillus sp. T1S013(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486240
Bacillus sp. T1S025(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486241
Bacillus sp. T2B083(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486257
Bacillus sp. T2B084(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486258
Bacillus sp. T2B086(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486263
Bacillus sp. T2B089(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486259
Bacillus sp. T2B090(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486260
Bacillus sp. T2S053(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486248
Bacillus sp. T2S054(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486249
Bacillus sp. T2S055(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486250
Bacillus sp. T2S056(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486251
Bacillus sp. T2S061(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486252
Bacillus sp. T2S068(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486254
Bacillus sp. T2S073(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=486255
Bacillus subtilis(32),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1423
Bacillus subtilis subsp. subtilis str. 168(35),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=224308
Bacillus subtilis subsp. subtilis str. JH642(9),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=535025
Bacillus subtilis subsp. subtilis str. NCIB 3610(9),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=535026
Bacillus subtilis subsp. subtilis str. SMY(9),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=535024
Bacillus thuringiensis(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1428
Bacillus thuringiensis Bt407(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527021
Bacillus thuringiensis IBL 200(14),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527019
Bacillus thuringiensis IBL 4222(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527020
Bacillus thuringiensis serovar andalousiensis BGSC 4AW1(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527032
Bacillus thuringiensis serovar berliner ATCC 10792(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527031
Bacillus thuringiensis serovar huazhongensis BGSC 4BD1(16),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527030
Bacillus thuringiensis serovar konkukian(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=180856
Bacillus thuringiensis serovar konkukian str. 97-27(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=281309
Bacillus thuringiensis serovar kurstaki str. T03a001(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527023
Bacillus thuringiensis serovar monterrey BGSC 4AJ1(14),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527022
Bacillus thuringiensis serovar pakistani str. T13001(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527027
Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527029
Bacillus thuringiensis serovar pulsiensis BGSC 4CC1(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527028
Bacillus thuringiensis serovar sotto str. T04001(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527026
Bacillus thuringiensis serovar thuringiensis str. T01001(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527025
Bacillus thuringiensis serovar tochigiensis BGSC 4Y1(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=527024
Bacillus thuringiensis str. Al Hakam(17),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=412694
Bacillus weihenstephanensis KBAB4(11),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=315730
Geobacillus kaustophilus(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1462
Geobacillus kaustophilus HTA426(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=235909
Geobacillus sp. G11MC16(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=495036
Geobacillus sp. WCH70(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=471223
Geobacillus sp. Y412MC10(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=481743
Geobacillus sp. Y412MC52(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=550542
Geobacillus sp. Y412MC61(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=544556
Geobacillus stearothermophilus(7),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1422
Geobacillus thermodenitrificans NG80-2(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=420246
Oceanobacillus iheyensis(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=182710
Oceanobacillus iheyensis HTE831(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=221109
Listeria innocua(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1642
Listeria innocua Clip11262(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=272626
Listeria monocytogenes(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1639
Listeria monocytogenes Clip81459(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=634178
Listeria monocytogenes EGD-e(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=169963
Listeria monocytogenes Finland 1988(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=393127
Listeria monocytogenes HCC23(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=552536
Listeria monocytogenes str. 1/2a F6854(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=267409
Listeria monocytogenes str. 4b F2365(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=265669
Listeria monocytogenes str. 4b H7858(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=267410
Listeria welshimeri serovar 6b str. SLCC5334(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=386043
Paenibacillus apiarius(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=46240
Paenibacillus larvae(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1464
Paenibacillus larvae subsp. larvae BRL-230010(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=392917
Paenibacillus sp. 04Ya254(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=397921
Paenibacillus sp. JDR-2(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=324057
Paenibacillus thiaminolyticus(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=49283
Lysinibacillus fusiformis(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=28031
Lysinibacillus sphaericus(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1421
Lysinibacillus sphaericus C3-41(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=444177
Sporosarcina sp. 04Ya192(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=397920
Macrococcus caseolyticus JCSC5402(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=458233
Staphylococcus aureus(467),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1280
Staphylococcus aureus RF122(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=273036
Staphylococcus aureus RN4220(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=561307
Staphylococcus aureus subsp. aureus(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=46170
Staphylococcus aureus subsp. aureus COL(21),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=93062
Staphylococcus aureus subsp. aureus JH1(28),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=359787
Staphylococcus aureus subsp. aureus JH9(28),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=359786
Staphylococcus aureus subsp. aureus MN8(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=548470
Staphylococcus aureus subsp. aureus MRSA252(34),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=282458
Staphylococcus aureus subsp. aureus MSSA476(13),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=282459
Staphylococcus aureus subsp. aureus MW2(15),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=196620
Staphylococcus aureus subsp. aureus Mu3(30),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=418127
Staphylococcus aureus subsp. aureus Mu50(43),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=158878
Staphylococcus aureus subsp. aureus N315(48),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=158879
Staphylococcus aureus subsp. aureus NCTC 8325(13),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=93061
Staphylococcus aureus subsp. aureus TCH60(16),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=548473
Staphylococcus aureus subsp. aureus USA300(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=367830
